0,1,2,3,4
Масло,Бананы,Сахар,Морковь,Картошка
Огурцы,Яйца,Кофе,,
Говядина,Огурцы,,,
Бакалея,Перец,,,
Яблоки,Сыр,Яблоки,,
Рыба,Картошка,Мясо,Хлеб,
Кофе,Говядина,Яблоки,Молоко,Рыба
Огурцы,Говядина,Кофе,Яблоки,
Бакалея,Консервы,Масло,,
Бананы,Яйца,Сок,Сладости,Томаты
Морковь,Огурцы,Томаты,Яблоки,
Кофе,Рыба,,,
Соль,Молоко,Консервы,Чай,
Яблоки,Молоко,Чай,Томаты,
Морковь,Бакалея,Сладости,Сладости,
Сыр,Консервы,Морковь,Овощи,Курица
Лук,Сыр,Сыр,,
Лук,Рыба,Напитки,,
Напитки,Чай,Перец,Лук,Морковь
Бакалея,Овощи,Огурцы,Сахар,Сок
Томаты,Бакалея,Огурцы,,
Соль,Томаты,Морковь,Огурцы,
Рыба,Консервы,,,
Перец,Говядина,,,
Фрукты,Фрукты,,,
Рыба,Сахар,Мясо,Мука,Перец
Кофе,Мука,Сок,,
Хлеб,Огурцы,Бакалея,Говядина,Бакалея
Яйца,Сладости,Консервы,,
Картошка,Мука,Бананы,Молоко,
Овощи,Лук,Картошка,Чай,
Чай,Огурцы,,,
Бананы,Бакалея,Бакалея,,
Сыр,Перец,Бакалея,Перец,
Масло,Молоко,Картошка,Консервы,
Сахар,Яйца,Кофе,Мясо,Мука
Овощи,Яблоки,Сахар,Перец,Сладости
Сахар,Курица,,,
Картошка,Овощи,Фрукты,,
Масло,Курица,Яйца,Картошка,Перец
Томаты,Сахар,Бакалея,,
Сыр,Масло,Морковь,Хлеб,
Чай,Молоко,Мясо,Перец,
Рыба,Чай,Сок,Картошка,Говядина
Лук,Бананы,Сыр,Сахар,
Мука,Огурцы,Молоко,,
Яблоки,Томаты,Молоко,Напитки,Мясо
Мясо,Рыба,Напитки,,
Бананы,Сыр,Чай,Масло,Напитки
Кофе,Курица,Картошка,Бакалея,
Овощи,Морковь,Кофе,Соль,
Рыба,Яйца,Морковь,Морковь,Рыба
Консервы,Говядина,Соль,Яблоки,
Яблоки,Сахар,Масло,Масло,
Бакалея,Молоко,Мясо,,
Огурцы,Сладости,Мясо,,
Мясо,Лук,,,
Перец,Масло,Яблоки,Перец,
Рыба,Бакалея,Сладости,Рыба,
Хлеб,Бананы,Бакалея,Морковь,
Фрукты,Консервы,Лук,Сахар,Яйца
Напитки,Овощи,Морковь,,
Яйца,Мука,Рыба,,
Морковь,Рыба,Сыр,Сахар,
Лук,Перец,Перец,Бакалея,Картошка
Фрукты,Масло,Чай,Чай,
Кофе,Рыба,Рыба,Чай,Фрукты
Томаты,Перец,Рыба,Яйца,Морковь
Сахар,Яблоки,Сыр,Сладости,
Картошка,Чай,Хлеб,Молоко,
Лук,Томаты,,,
Кофе,Говядина,Огурцы,Яйца,Хлеб
Масло,Фрукты,Сок,,
Сахар,Сок,Молоко,Овощи,
Сладости,Курица,,,
Яйца,Кофе,,,
Масло,Соль,Соль,,
Напитки,Мука,Рыба,Яблоки,
Чай,Бакалея,Молоко,,
Говядина,Курица,Фрукты,Бананы,
Мясо,Перец,Овощи,,
Сок,Мясо,,,
Перец,Огурцы,,,
Яйца,Мука,,,
Сладости,Лук,,,
Мука,Томаты,,,
Хлеб,Кофе,,,
Рыба,Бакалея,,,
Овощи,Молоко,,,
Хлеб,Морковь,Молоко,,
Курица,Яйца,Масло,Мука,
Соль,Масло,Курица,Сок,
Огурцы,Мука,Сыр,Яйца,
Консервы,Молоко,Огурцы,Сахар,
Молоко,Молоко,Перец,Перец,
Соль,Томаты,Соль,Картошка,Огурцы
Кофе,Чай,Морковь,Сладости,Курица
Сахар,Мука,Кофе,,
Молоко,Бананы,,,
Курица,Сладости,Рыба,Мука,
Хлеб,Мука,Соль,,
Картошка,Фрукты,,,
Бананы,Морковь,,,
Молоко,Яблоки,,,
Рыба,Яблоки,Мука,Картошка,Томаты
Огурцы,Хлеб,Хлеб,Перец,Мясо
Хлеб,Рыба,Чай,,
Сахар,Морковь,Молоко,,
Консервы,Хлеб,Курица,,
Чай,Хлеб,Фрукты,,
Рыба,Рыба,Фрукты,Молоко,Мука
Сыр,Масло,Бананы,,
Мука,Сладости,Яблоки,Хлеб,Лук
Сахар,Морковь,,,
Чай,Сок,,,
Перец,Сыр,,,
Сок,Лук,Масло,,
Томаты,Бананы,Огурцы,Масло,
Мясо,Лук,Фрукты,,
Хлеб,Молоко,,,
Курица,Морковь,,,
Лук,Мясо,Сок,,
Яблоки,Овощи,,,
Кофе,Яблоки,Чай,Сладости,Говядина
Кофе,Молоко,Говядина,,
Морковь,Напитки,,,
Томаты,Кофе,Овощи,Мясо,
Лук,Овощи,Яйца,Яйца,
Лук,Огурцы,Томаты,Мясо,Консервы
Бананы,Хлеб,Молоко,Морковь,Томаты
Курица,Морковь,,,
Бананы,Яйца,Томаты,Перец,
Чай,Бананы,Огурцы,Сок,
Огурцы,Фрукты,Яблоки,Морковь,Хлеб
Огурцы,Курица,Консервы,Курица,
Сыр,Перец,Рыба,Сок,Напитки
Мука,Лук,,,
Хлеб,Сок,,,
Чай,Огурцы,Сахар,Соль,Курица
Сахар,Соль,Кофе,Напитки,
Лук,Яйца,,,
Чай,Сладости,Курица,,
Яйца,Томаты,Кофе,,
Бакалея,Перец,Яблоки,Рыба,Бакалея
Консервы,Напитки,Морковь,Сок,Мука
Сыр,Хлеб,Фрукты,Картошка,Морковь
Курица,Бакалея,Картошка,Соль,
Курица,Картошка,Курица,Консервы,
Соль,Курица,Лук,,
Огурцы,Морковь,,,
Чай,Сахар,Сладости,,
Сок,Перец,,,
Рыба,Яблоки,Молоко,,
Томаты,Хлеб,Фрукты,,
Масло,Сахар,,,
Мясо,Яйца,Бакалея,Бананы,
Говядина,Яблоки,,,
Мука,Мясо,,,
Соль,Перец,,,
Сыр,Курица,Молоко,Кофе,
Огурцы,Яблоки,Картошка,Консервы,
Огурцы,Говядина,,,
Мука,Консервы,Огурцы,,
Огурцы,Молоко,,,
Бананы,Морковь,Морковь,,
Масло,Сахар,Сыр,Сок,Напитки
Масло,Сок,Фрукты,Яйца,Яйца
Сок,Чай,Чай,Огурцы,
Говядина,Напитки,Томаты,Яблоки,Морковь
Морковь,Картошка,Чай,Масло,Консервы
Консервы,Картошка,Масло,Лук,Бакалея
Чай,Чай,Консервы,,
Бакалея,Бананы,Морковь,,
Сахар,Сыр,Яйца,,
Томаты,Огурцы,Мука,Сладости,Сладости
Масло,Перец,Сахар,,
Бакалея,Морковь,Молоко,Масло,Сыр
Томаты,Говядина,Перец,Огурцы,
Мясо,Масло,,,
Сахар,Лук,,,
Консервы,Кофе,Чай,,
Томаты,Рыба,Говядина,,
Мясо,Бакалея,Яблоки,,
Мясо,Мука,Фрукты,Морковь,Консервы
Консервы,Рыба,Бананы,Бакалея,
Консервы,Чай,Масло,,
Кофе,Яблоки,Яблоки,,
Сладости,Сахар,Соль,,
Говядина,Лук,Сыр,Масло,
Рыба,Бананы,Говядина,Овощи,Яйца
Напитки,Перец,Молоко,,
Огурцы,Курица,Чай,,
Мука,Огурцы,,,
Говядина,Мука,Рыба,Лук,
Сыр,Томаты,Сок,,
Огурцы,Кофе,,,
Молоко,Молоко,Курица,Масло,Картошка
Хлеб,Соль,Перец,Напитки,Бананы
Консервы,Мясо,Сахар,,
Консервы,Мука,Мука,Говядина,Перец
Фрукты,Кофе,Бананы,,
Яблоки,Лук,,,
Картошка,Томаты,Говядина,,
Напитки,Огурцы,Масло,Бананы,Бакалея
Томаты,Яблоки,Масло,Мука,Масло
Мука,Картошка,Масло,Томаты,
Молоко,Лук,,,
Морковь,Рыба,Лук,Сыр,
Бананы,Бананы,Яйца,Сок,Яблоки
Бакалея,Мясо,Чай,Рыба,
Рыба,Сок,Морковь,Картошка,
Овощи,Томаты,,,
Масло,Морковь,Соль,Консервы,
Морковь,Хлеб,Яйца,Чай,
Масло,Морковь,Огурцы,Томаты,Курица
Бакалея,Овощи,Мука,Морковь,
Яйца,Сок,Сладости,Мясо,Томаты
Бакалея,Сахар,Картошка,,
Мясо,Молоко,Мясо,Овощи,Яблоки
Перец,Яблоки,Фрукты,Томаты,Мука
Лук,Рыба,Бананы,Яйца,Яблоки
Овощи,Масло,Сладости,,
Фрукты,Соль,Сладости,Говядина,
Фрукты,Напитки,,,
Сахар,Сок,Сыр,,
Молоко,Сыр,Чай,,
Перец,Лук,Сахар,Чай,Соль
Бакалея,Напитки,Курица,,
Бакалея,Огурцы,Курица,Томаты,
Яблоки,Бакалея,,,
Мука,Говядина,Хлеб,,
Сахар,Томаты,Яблоки,,
Сладости,Консервы,Перец,,
Кофе,Яблоки,Чай,,
Фрукты,Бакалея,Бакалея,Напитки,Сок
Сок,Курица,Перец,Напитки,Масло
Говядина,Мясо,Фрукты,,
Сок,Фрукты,Лук,Огурцы,
Хлеб,Лук,Томаты,Напитки,
Рыба,Овощи,,,
Бананы,Курица,,,
Мука,Соль,Бакалея,,
Чай,Соль,Хлеб,Сладости,
Хлеб,Томаты,Сыр,Бакалея,Яйца
Консервы,Масло,,,
Говядина,Сыр,,,
Томаты,Сыр,Перец,Яблоки,Сладости
Мясо,Лук,Картошка,Курица,Томаты
Напитки,Молоко,Морковь,Соль,
Напитки,Консервы,Курица,Картошка,
Рыба,Сладости,Кофе,Сладости,Овощи
Масло,Огурцы,Томаты,Напитки,Консервы
Фрукты,Яйца,,,
Сладости,Морковь,,,
Яйца,Фрукты,Сладости,,
Мука,Лук,Консервы,,
Консервы,Напитки,Бананы,Бакалея,Консервы
Картошка,Бакалея,Курица,Яйца,
Сок,Яйца,Лук,Овощи,Перец
Говядина,Сладости,,,
Перец,Кофе,Томаты,Напитки,Рыба
Курица,Хлеб,Мясо,Масло,
Курица,Мука,Сок,Морковь,
Масло,Мясо,Масло,Яйца,
Курица,Овощи,,,
Огурцы,Курица,,,
Огурцы,Напитки,Овощи,Огурцы,
Фрукты,Сахар,Консервы,,
Яйца,Картошка,Перец,Чай,Яблоки
Лук,Молоко,Сыр,Бананы,Мука
Консервы,Говядина,Мука,,
Картошка,Хлеб,,,
Масло,Сахар,,,
Бананы,Сладости,Морковь,Хлеб,Кофе
Мука,Масло,,,
Мука,Бакалея,Яблоки,Картошка,Лук
Перец,Соль,Бананы,,
Яйца,Овощи,,,
Хлеб,Напитки,Говядина,Яблоки,Сок
Томаты,Чай,,,
Сахар,Томаты,Перец,Консервы,
